ENTREVISTA,REGIAO,UF,MUNICIPIO,qtd_geladeira,kwh_geladeira,qtd_chuveiro_eletrico,kwh_chuveiro_eletrico,qtd_ventilador,kwh_ventilador
59841,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,2.0580000000000003
59844,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59845,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59846,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59847,Nordeste,AL,Arapiraca,1.0,45.0,1.0,5.0,3.0,106.596
59848,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59849,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,2.0,0.0,2.0,35.532000000000004
59850,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59851,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59852,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,2.0,0.0,2.0,71.06400000000001
59853,Nordeste,PE,Jaboatão dos Guararapes,2.0,90.0,1.0,0.0,2.0,35.532000000000004
59854,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59855,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59856,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,2.0,0.0,2.0,35.532000000000004
59857,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59858,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,2.0,0.0,3.0,53.298
59859,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,3.0,189.0,3.0,53.298
59860,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,4.0,0.0,1.0,17.766000000000002
59861,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,3.0,53.298
59862,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59863,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,4.0,0.0,2.0,35.532000000000004
59864,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,88.0,3.0,106.596
59865,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59866,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59867,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59868,Nordeste,AL,Arapiraca,1.0,45.0,1.0,10.0,2.0,71.06400000000001
59869,Nordeste,AL,Arapiraca,1.0,45.0,1.0,15.0,2.0,71.06400000000001
59870,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59871,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
59872,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,2.0,0.0,2.0,35.532000000000004
59873,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,3.0,53.298
59874,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,2.0,0.0,2.0,35.532000000000004
59875,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59876,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59877,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59878,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59879,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,2.0,0.0,2.0,35.532000000000004
59880,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59881,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,0.0,0.0
59882,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59883,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,3.0,53.298
59884,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,4.0,71.06400000000001
59885,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59886,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,6.867000000000002
59887,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,3.0,53.298
59888,Nordeste,AL,Arapiraca,0.0,0.0,3.0,0.0,3.0,106.596
59889,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,1.0,17.766000000000002
59890,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,2.0,71.06400000000001
59891,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
59892,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,5.922000000000001
59893,Nordeste,AL,Arapiraca,1.0,45.0,1.0,27.5,1.0,0.32608333333333334
59894,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,3.0,106.596
59895,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59896,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59897,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59898,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,3.0,53.298
59899,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59900,Nordeste,PE,Jaboatão dos Guararapes,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59901,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
59902,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59903,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
59904,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
59905,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59906,Norte,RO,Porto Velho,2.0,90.0,1.0,0.0,1.0,5.922000000000001
59907,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59908,Nordeste,AL,Arapiraca,1.0,45.0,1.0,15.0,2.0,71.06400000000001
59909,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,19.740000000000002
59910,Nordeste,AL,Arapiraca,1.0,45.0,1.0,5.0,1.0,35.532000000000004
59911,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,1.0,0.0
59912,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,2.0,71.06400000000001
59913,Norte,RO,Porto Velho,1.0,45.0,2.0,0.0,1.0,2.9610000000000003
59914,Norte,RO,Porto Velho,1.0,45.0,2.0,0.0,2.0,71.06400000000001
59915,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,4.0,71.06400000000001
59916,Nordeste,AL,Arapiraca,1.0,45.0,3.0,0.0,2.0,35.532000000000004
59917,Nordeste,AL,Arapiraca,1.0,45.0,5.0,0.0,0.0,0.0
59918,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,1.0,0.0
59919,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59920,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
59921,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,6.867000000000002
59922,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,19.740000000000002
59923,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59924,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
59925,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,19.740000000000002
59926,Norte,RO,Porto Velho,2.0,90.0,2.0,0.0,1.0,9.870000000000001
59927,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59928,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,25.38
59929,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,19.740000000000002
59930,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59931,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59932,Nordeste,AL,Arapiraca,1.0,45.0,1.0,10.0,2.0,71.06400000000001
59933,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59934,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
59935,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59936,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,0.0
59938,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,1.0,6.860000000000001
59939,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
59940,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,0.0
59941,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,1.0,35.532000000000004
59942,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
59943,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,1.1445
59944,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,0.0,0.0
59945,Norte,RO,Porto Velho,1.0,45.0,2.0,0.0,1.0,2.9610000000000003
59946,Norte,RO,Porto Velho,2.0,90.0,2.0,0.0,1.0,0.6696666666666669
59947,Nordeste,AL,Arapiraca,1.0,45.0,1.0,34.375,2.0,71.06400000000001
59948,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,1.0,17.766000000000002
59949,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
59950,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,1.0,0.0
59951,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
59952,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59953,Nordeste,AL,Arapiraca,1.0,45.0,1.0,15.0,2.0,71.06400000000001
59955,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59956,Nordeste,AL,Arapiraca,1.0,45.0,1.0,5.0,1.0,35.532000000000004
59957,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59958,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59959,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59960,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59961,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,19.740000000000002
59962,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59964,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,9.870000000000001
59965,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59966,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59967,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59968,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59969,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,35.532000000000004
59970,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59971,Nordeste,AL,Arapiraca,1.0,45.0,1.0,15.0,1.0,35.532000000000004
59972,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,3.0,106.596
59973,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
59974,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59975,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
59976,Nordeste,AL,Arapiraca,1.0,45.0,2.0,27.5,2.0,71.06400000000001
59977,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,3.8150000000000004
59978,Norte,RO,Porto Velho,1.0,45.0,3.0,0.0,1.0,1.1445
59979,Norte,RO,Porto Velho,1.0,45.0,2.0,0.0,4.0,11.844000000000001
59980,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59981,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,2.0,35.532000000000004
59982,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,3.0,106.596
59983,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59984,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59985,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59986,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59987,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,3.0,106.596
59988,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59989,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
59990,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,2.0,19.740000000000002
59991,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59992,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59993,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,3.0,53.298
59994,Norte,RO,Porto Velho,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59995,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,0.0
59996,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,2.0,71.06400000000001
59997,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
59998,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,71.06400000000001
59999,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60000,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60001,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60002,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60003,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60004,Nordeste,AL,Maceió,1.0,45.0,3.0,0.0,2.0,35.532000000000004
60005,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,3.0,53.298
60006,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,1.0,0.0
60007,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,3.0,53.298
60008,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60009,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60010,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60011,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60012,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60013,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60014,Nordeste,AL,Maceió,1.0,45.0,3.0,0.0,2.0,35.532000000000004
60015,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,71.06400000000001
60016,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60017,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,3.0,106.596
60018,Nordeste,AL,Maceió,0.0,0.0,1.0,0.0,1.0,9.870000000000001
60019,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60020,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,0.0,0.0
60021,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60022,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60023,Nordeste,AL,Maceió,0.0,0.0,1.0,0.0,1.0,35.532000000000004
60024,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60025,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
60026,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,1.0,35.532000000000004
60027,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,2.0,71.06400000000001
60028,Nordeste,AL,Arapiraca,1.0,45.0,2.0,40.0,2.0,71.06400000000001
60029,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
60030,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,0.0,0.0
60031,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,35.532000000000004
60032,Nordeste,AL,Arapiraca,1.0,45.0,1.0,10.0,2.0,71.06400000000001
60033,Nordeste,AL,Arapiraca,1.0,45.0,1.0,20.0,1.0,35.532000000000004
60034,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,4.0,71.06400000000001
60035,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,3.0,17.766000000000002
60036,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,2.0,0.0
60037,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,2.0,11.844000000000001
60038,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60039,Nordeste,AL,Arapiraca,1.0,45.0,1.0,49.99999999999999,2.0,35.532000000000004
60040,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,6.860000000000001
60041,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,9.870000000000001
60042,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60043,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60044,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60045,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60046,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60047,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60048,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60049,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60050,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,9.870000000000001
60051,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60052,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60053,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,0.0,0.0
60054,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,35.532000000000004
60055,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,0.0
60056,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,71.06400000000001
60057,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,0.0,0.0
60058,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,3.0,53.298
60059,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,3.0,53.298
60060,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,0.0,0.0
60061,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60062,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,3.0,53.298
60063,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60064,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,0.0
60065,Nordeste,AL,Arapiraca,2.0,90.0,3.0,30.0,2.0,71.06400000000001
60066,Nordeste,AL,Arapiraca,3.0,135.0,2.0,65.625,3.0,106.596
60067,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,9.870000000000001
60068,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
60069,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,2.0,71.06400000000001
60070,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,35.532000000000004
60071,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
60073,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60074,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60075,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,2.0,71.06400000000001
60076,Norte,RO,Porto Velho,2.0,90.0,3.0,255.75,0.0,0.0
60077,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,35.532000000000004
60078,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,1.0,17.766000000000002
60079,Nordeste,AL,Arapiraca,1.0,45.0,1.0,30.0,1.0,35.532000000000004
60080,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
60081,Nordeste,AL,Arapiraca,1.0,45.0,1.0,24.999999999999996,3.0,106.596
60082,Nordeste,AL,Arapiraca,1.0,45.0,2.0,0.0,2.0,71.06400000000001
60083,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,0.0
60084,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,25.38
60085,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,0.0,0.0
60086,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60087,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60088,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60089,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,0.0,0.0
60090,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60091,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60092,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60093,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60094,Nordeste,AL,Maceió,1.0,45.0,3.0,0.0,4.0,71.06400000000001
60095,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,3.0,53.298
60096,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60097,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,1.0,17.766000000000002
60098,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60099,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60100,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,0.0,0.0
60101,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,1.0,17.766000000000002
60102,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60103,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,35.532000000000004
60104,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,3.0,53.298
60105,Nordeste,AL,Arapiraca,1.0,45.0,1.0,41.25,2.0,35.532000000000004
60106,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
60107,Nordeste,AL,Arapiraca,0.0,0.0,1.0,0.0,0.0,0.0
60108,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,3.0,106.596
60109,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,35.532000000000004
60110,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
60111,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
60112,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
60113,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,2.0,35.532000000000004
60114,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,4.0,71.06400000000001
60115,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60116,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,0.0,0.0
60117,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,35.532000000000004
60118,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,35.532000000000004
60119,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60120,Norte,RO,Porto Velho,1.0,45.0,2.0,0.0,0.0,0.0
60121,Norte,RO,Porto Velho,2.0,90.0,2.0,0.0,0.0,0.0
60122,Norte,RO,Porto Velho,2.0,90.0,3.0,0.0,0.0,0.0
60123,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,6.860000000000001
60124,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,1.0,35.532000000000004
60125,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
60126,Nordeste,AL,Arapiraca,1.0,45.0,1.0,0.0,2.0,71.06400000000001
60127,Nordeste,AL,Arapiraca,1.0,45.0,1.0,6.875,1.0,35.532000000000004
60128,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60129,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60130,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,2.0,35.532000000000004
60131,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,19.740000000000002
60132,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60133,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60134,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,35.532000000000004
60135,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60136,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,0.0,0.0
60137,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60138,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60139,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60140,Nordeste,AL,Maceió,2.0,90.0,3.0,0.0,3.0,53.298
60141,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,3.0,53.298
60142,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60143,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,2.0,35.532000000000004
60144,Nordeste,AL,Maceió,1.0,45.0,2.0,0.0,3.0,53.298
60145,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60146,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60147,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,1.0,17.766000000000002
60148,Nordeste,AL,Maceió,1.0,45.0,1.0,0.0,0.0,0.0
