ENTREVISTA,REGIAO,UF,MUNICIPIO,qtd_geladeira,kwh_geladeira,kwh_categoria_refrigeracao
72499,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72500,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72501,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72502,Sul,RS,Canoas,1.0,45.0,45.0
72503,Sudeste,RJ,Rio de Janeiro,1.0,45.0,45.0
72504,Sudeste,RJ,Rio de Janeiro,1.0,45.0,45.0
72505,Sudeste,RJ,Rio de Janeiro,1.0,45.0,45.0
72506,Sudeste,RJ,Rio de Janeiro,1.0,45.0,45.0
72507,Sudeste,RJ,Rio de Janeiro,1.0,45.0,45.0
72508,Sudeste,SP,Mauá,1.0,45.0,45.0
72509,Sul,RS,Porto Alegre,1.0,45.0,45.0
72510,Sul,RS,Porto Alegre,1.0,45.0,45.0
72511,Sul,RS,Porto Alegre,1.0,45.0,45.0
72512,Sul,RS,Porto Alegre,1.0,45.0,45.0
72513,Sul,RS,Porto Alegre,1.0,45.0,45.0
72514,Sul,RS,Porto Alegre,1.0,45.0,45.0
72515,Sul,RS,Porto Alegre,1.0,45.0,45.0
72516,Sul,RS,Porto Alegre,1.0,45.0,45.0
72517,Sul,RS,Porto Alegre,1.0,45.0,45.0
72518,Sul,RS,Porto Alegre,1.0,45.0,45.0
72519,Centro-Oeste,MS,Campo Grande,2.0,90.0,90.0
72520,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72521,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72522,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72523,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72524,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72525,Sudeste,SP,Mauá,1.0,45.0,45.0
72526,Sudeste,SP,Mauá,1.0,45.0,45.0
72527,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72528,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72529,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72530,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72531,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72532,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72534,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72535,Sudeste,RJ,Rio de Janeiro,1.0,45.0,45.0
72536,Sudeste,RJ,Rio de Janeiro,1.0,45.0,45.0
72537,Sudeste,RJ,Rio de Janeiro,1.0,45.0,45.0
72538,Sudeste,RJ,Rio de Janeiro,1.0,45.0,45.0
72539,Sudeste,RJ,Rio de Janeiro,1.0,45.0,45.0
72540,Sudeste,RJ,Rio de Janeiro,2.0,90.0,90.0
72541,Sudeste,RJ,Rio de Janeiro,1.0,45.0,45.0
72542,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72543,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72544,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72545,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72546,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72547,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72548,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72549,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72550,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72551,Centro-Oeste,DF,Brasília,2.0,90.0,90.0
72552,Sudeste,MG,Contagem,1.0,45.0,45.0
72553,Sudeste,RJ,Rio de Janeiro,2.0,90.0,90.0
72554,Sul,SC,Lages,1.0,45.0,45.0
72555,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72556,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72557,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72558,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72559,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72561,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72562,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72563,Centro-Oeste,DF,Brasília,2.0,90.0,90.0
72564,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72565,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72566,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72567,Centro-Oeste,DF,Brasília,2.0,90.0,90.0
72568,Centro-Oeste,DF,Brasília,2.0,90.0,90.0
72569,Centro-Oeste,DF,Brasília,2.0,90.0,90.0
72570,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72571,Sul,RS,Porto Alegre,1.0,45.0,45.0
72572,Sul,RS,Porto Alegre,1.0,45.0,45.0
72573,Sul,RS,Porto Alegre,1.0,45.0,45.0
72574,Sul,RS,Porto Alegre,1.0,45.0,45.0
72575,Sul,RS,Porto Alegre,1.0,45.0,45.0
72576,Sul,RS,Porto Alegre,1.0,45.0,45.0
72577,Sul,RS,Porto Alegre,1.0,45.0,45.0
72578,Sul,RS,Porto Alegre,1.0,45.0,45.0
72579,Sul,RS,Porto Alegre,1.0,45.0,45.0
72580,Sul,RS,Porto Alegre,1.0,45.0,45.0
72581,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72582,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72583,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72584,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72585,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72586,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72587,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72588,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72589,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72590,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72591,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72592,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72593,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72594,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72595,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72596,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72597,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72598,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72599,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72600,Centro-Oeste,MS,Campo Grande,2.0,90.0,90.0
72601,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72602,Sudeste,SP,São Paulo,1.0,45.0,45.0
72603,Sudeste,SP,São Paulo,1.0,45.0,45.0
72604,Sudeste,SP,São Paulo,1.0,45.0,45.0
72605,Sudeste,SP,São Paulo,1.0,45.0,45.0
72606,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72607,Sudeste,SP,São Paulo,1.0,45.0,45.0
72608,Sudeste,SP,São Paulo,1.0,45.0,45.0
72609,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72610,Sudeste,SP,São Paulo,1.0,45.0,45.0
72611,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72612,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72613,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72614,Sudeste,RJ,Volta Redonda,2.0,90.0,90.0
72615,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72616,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72617,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72618,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72619,Sul,RS,Canoas,1.0,45.0,45.0
72620,Sudeste,RJ,Volta Redonda,2.0,90.0,90.0
72621,Sul,RS,Canoas,1.0,45.0,45.0
72622,Sul,RS,Canoas,1.0,45.0,45.0
72623,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72624,Sul,RS,Canoas,1.0,45.0,45.0
72625,Sul,RS,Canoas,1.0,45.0,45.0
72626,Sul,RS,Canoas,1.0,45.0,45.0
72627,Sul,RS,Canoas,1.0,45.0,45.0
72628,Sul,RS,Canoas,1.0,45.0,45.0
72629,Sul,RS,Canoas,1.0,45.0,45.0
72630,Sul,RS,Canoas,1.0,45.0,45.0
72631,Sudeste,SP,São Paulo,1.0,45.0,45.0
72632,Sul,SC,Criciúma,1.0,45.0,45.0
72633,Sul,SC,Criciúma,1.0,45.0,45.0
72634,Sul,SC,Criciúma,1.0,45.0,45.0
72635,Sul,SC,Criciúma,1.0,45.0,45.0
72636,Sul,SC,Criciúma,2.0,90.0,90.0
72637,Sul,SC,Criciúma,1.0,45.0,45.0
72638,Sul,SC,Criciúma,1.0,45.0,45.0
72639,Sul,SC,Criciúma,1.0,45.0,45.0
72640,Sul,SC,Criciúma,1.0,45.0,45.0
72641,Sul,SC,Criciúma,1.0,45.0,45.0
72642,Sul,SC,Criciúma,1.0,45.0,45.0
72643,Sul,SC,Criciúma,1.0,45.0,45.0
72644,Sul,SC,Criciúma,1.0,45.0,45.0
72645,Sul,SC,Criciúma,1.0,45.0,45.0
72646,Sul,SC,Criciúma,1.0,45.0,45.0
72647,Sul,SC,Criciúma,1.0,45.0,45.0
72648,Sul,SC,Criciúma,1.0,45.0,45.0
72649,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72650,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72651,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72652,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72653,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72654,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72655,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72656,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72657,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72658,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72659,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72660,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72661,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72662,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72663,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72664,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72665,Sul,SC,Lages,1.0,45.0,45.0
72666,Sul,SC,Lages,3.0,135.0,135.0
72667,Sul,SC,Lages,2.0,90.0,90.0
72668,Sul,RS,Santa Maria,1.0,45.0,45.0
72669,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72670,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72671,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72672,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72673,Sul,SC,Chapecó,2.0,90.0,90.0
72675,Sul,SC,Chapecó,1.0,45.0,45.0
72676,Sul,SC,Chapecó,1.0,45.0,45.0
72677,Sul,SC,Chapecó,1.0,45.0,45.0
72678,Sul,SC,Chapecó,1.0,45.0,45.0
72679,Sul,SC,Chapecó,1.0,45.0,45.0
72680,Sul,SC,Chapecó,2.0,90.0,90.0
72681,Sul,SC,Chapecó,2.0,90.0,90.0
72682,Sul,SC,Chapecó,1.0,45.0,45.0
72683,Sul,SC,Chapecó,1.0,45.0,45.0
72686,Sul,RS,Pelotas,1.0,45.0,45.0
72687,Sul,RS,Pelotas,1.0,45.0,45.0
72688,Sul,RS,Pelotas,1.0,45.0,45.0
72689,Sul,RS,Canoas,1.0,45.0,45.0
72690,Sul,RS,Canoas,1.0,45.0,45.0
72691,Sul,RS,Canoas,1.0,45.0,45.0
72692,Sul,RS,Canoas,1.0,45.0,45.0
72693,Sul,RS,Canoas,1.0,45.0,45.0
72694,Sul,RS,Canoas,1.0,45.0,45.0
72695,Sul,RS,Canoas,1.0,45.0,45.0
72696,Sul,RS,Canoas,1.0,45.0,45.0
72697,Sul,RS,Canoas,1.0,45.0,45.0
72698,Sul,RS,Canoas,1.0,45.0,45.0
72699,Sul,RS,Pelotas,1.0,45.0,45.0
72700,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72701,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72702,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72703,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72704,Sul,RS,Pelotas,1.0,45.0,45.0
72705,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72706,Sul,RS,Pelotas,1.0,45.0,45.0
72707,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72708,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72709,Sul,RS,Santa Cruz do Sul,2.0,90.0,90.0
72710,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72711,Sul,RS,Santa Cruz do Sul,2.0,90.0,90.0
72712,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72713,Sul,RS,Bagé,1.0,45.0,45.0
72714,Sul,RS,Santa Maria,1.0,45.0,45.0
72715,Sul,RS,Bagé,1.0,45.0,45.0
72716,Sul,RS,Santa Maria,1.0,45.0,45.0
72717,Sul,RS,Bagé,1.0,45.0,45.0
72718,Sul,RS,Santa Maria,1.0,45.0,45.0
72719,Sul,RS,Santa Maria,1.0,45.0,45.0
72720,Sul,RS,Santa Maria,1.0,45.0,45.0
72721,Sudeste,RJ,Rio de Janeiro,1.0,45.0,45.0
72722,Sudeste,RJ,Rio de Janeiro,1.0,45.0,45.0
72723,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72724,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72725,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72726,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72727,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72728,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72729,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72730,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72731,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72732,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72733,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72734,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72735,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72736,Centro-Oeste,DF,Brasília,2.0,90.0,90.0
72737,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72738,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72739,Sul,RS,Santa Maria,1.0,45.0,45.0
72740,Sul,RS,Santa Maria,1.0,45.0,45.0
72741,Sul,RS,Santa Maria,1.0,45.0,45.0
72742,Sul,RS,Santa Maria,1.0,45.0,45.0
72743,Sudeste,RJ,Volta Redonda,2.0,90.0,90.0
72744,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72745,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72746,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72747,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72748,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72749,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72750,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72751,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72752,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72753,Sul,RS,Bagé,1.0,45.0,45.0
72754,Sul,RS,Bagé,1.0,45.0,45.0
72755,Sul,RS,Bagé,1.0,45.0,45.0
72756,Sul,RS,Bagé,1.0,45.0,45.0
72757,Sul,RS,Bagé,1.0,45.0,45.0
72758,Sul,RS,Bagé,1.0,45.0,45.0
72759,Sul,RS,Bagé,1.0,45.0,45.0
72760,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72761,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72762,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72763,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72764,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72765,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72766,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72767,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72768,Centro-Oeste,DF,Brasília,2.0,90.0,90.0
72769,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72770,Sudeste,RJ,Volta Redonda,2.0,90.0,90.0
72771,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72772,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72773,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72774,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72775,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72776,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72777,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72778,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72779,Sul,RS,Canoas,1.0,45.0,45.0
72781,Sul,RS,Canoas,1.0,45.0,45.0
72782,Sul,RS,Canoas,1.0,45.0,45.0
72783,Sul,RS,Canoas,1.0,45.0,45.0
72784,Sul,RS,Canoas,1.0,45.0,45.0
72785,Sul,RS,Canoas,1.0,45.0,45.0
72786,Sul,RS,Canoas,1.0,45.0,45.0
72787,Sul,RS,Canoas,1.0,45.0,45.0
72788,Sul,RS,Canoas,1.0,45.0,45.0
72789,Sul,RS,Canoas,1.0,45.0,45.0
72790,Sul,RS,Canoas,1.0,45.0,45.0
72791,Sul,RS,Canoas,1.0,45.0,45.0
72792,Sul,RS,Canoas,1.0,45.0,45.0
72793,Sul,RS,Canoas,1.0,45.0,45.0
72794,Sul,RS,Canoas,1.0,45.0,45.0
72795,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72796,Centro-Oeste,MS,Dourados,1.0,45.0,45.0
72797,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72798,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72799,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72800,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72801,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72802,Sul,RS,Pelotas,1.0,45.0,45.0
72803,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72804,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72805,Centro-Oeste,MS,Campo Grande,1.0,45.0,45.0
72806,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72807,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72808,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72809,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72810,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72811,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72812,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72813,Sul,RS,Pelotas,1.0,45.0,45.0
72814,Sul,RS,Pelotas,1.0,45.0,45.0
72815,Sul,RS,Pelotas,1.0,45.0,45.0
72816,Sul,RS,Pelotas,1.0,45.0,45.0
72817,Sul,RS,Pelotas,1.0,45.0,45.0
72818,Sul,RS,Pelotas,1.0,45.0,45.0
72819,Sul,RS,Pelotas,1.0,45.0,45.0
72820,Sul,RS,Canoas,0.0,0.0,0.0
72821,Sul,RS,Canoas,1.0,45.0,45.0
72822,Sul,RS,Canoas,1.0,45.0,45.0
72823,Sul,RS,Canoas,1.0,45.0,45.0
72824,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72825,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72826,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72827,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72828,Sul,RS,Pelotas,1.0,45.0,45.0
72829,Sul,RS,Pelotas,1.0,45.0,45.0
72830,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72831,Sul,RS,Pelotas,1.0,45.0,45.0
72832,Sul,RS,Pelotas,1.0,45.0,45.0
72833,Sul,RS,Pelotas,2.0,90.0,90.0
72834,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72835,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72836,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72837,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72838,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72839,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72840,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72841,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72842,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72843,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72844,Sul,RS,Santa Cruz do Sul,1.0,45.0,45.0
72845,Sul,SC,Chapecó,1.0,45.0,45.0
72846,Sul,SC,Chapecó,1.0,45.0,45.0
72848,Sul,SC,Chapecó,1.0,45.0,45.0
72849,Sul,SC,Chapecó,1.0,45.0,45.0
72850,Sul,SC,Chapecó,1.0,45.0,45.0
72851,Sul,SC,Chapecó,1.0,45.0,45.0
72852,Sul,SC,Chapecó,1.0,45.0,45.0
72853,Sul,SC,Chapecó,2.0,90.0,90.0
72854,Sul,SC,Chapecó,1.0,45.0,45.0
72856,Sul,SC,Chapecó,1.0,45.0,45.0
72857,Sul,SC,Chapecó,1.0,45.0,45.0
72858,Sul,SC,Chapecó,1.0,45.0,45.0
72859,Sul,SC,Chapecó,1.0,45.0,45.0
72860,Sul,SC,Chapecó,1.0,45.0,45.0
72861,Sul,RS,Santa Maria,1.0,45.0,45.0
72862,Sul,RS,Santa Maria,1.0,45.0,45.0
72863,Sul,RS,Santa Maria,1.0,45.0,45.0
72864,Sul,RS,Santa Maria,1.0,45.0,45.0
72865,Sul,RS,Santa Maria,1.0,45.0,45.0
72866,Sul,RS,Santa Maria,1.0,45.0,45.0
72867,Sul,RS,Santa Maria,1.0,45.0,45.0
72868,Sul,RS,Santa Maria,1.0,45.0,45.0
72869,Sul,RS,Santa Maria,1.0,45.0,45.0
72870,Sul,RS,Santa Maria,1.0,45.0,45.0
72871,Sul,SC,Chapecó,2.0,90.0,90.0
72872,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72873,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72874,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72875,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72876,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72877,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72878,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72879,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72880,Sul,SC,Criciúma,3.0,135.0,135.0
72881,Sul,SC,Criciúma,1.0,45.0,45.0
72882,Sul,SC,Criciúma,1.0,45.0,45.0
72883,Sul,SC,Criciúma,1.0,45.0,45.0
72884,Sul,SC,Criciúma,1.0,45.0,45.0
72885,Sul,SC,Criciúma,1.0,45.0,45.0
72886,Sul,SC,Criciúma,1.0,45.0,45.0
72887,Sul,SC,Criciúma,1.0,45.0,45.0
72888,Sul,SC,Criciúma,1.0,45.0,45.0
72889,Sul,RS,Santa Maria,1.0,45.0,45.0
72890,Sul,RS,Santa Maria,1.0,45.0,45.0
72891,Sul,RS,Santa Maria,1.0,45.0,45.0
72892,Sul,RS,Santa Maria,1.0,45.0,45.0
72893,Sul,RS,Santa Maria,1.0,45.0,45.0
72894,Sul,RS,Santa Maria,1.0,45.0,45.0
72895,Sul,RS,Santa Maria,1.0,45.0,45.0
72896,Sul,RS,Santa Maria,1.0,45.0,45.0
72897,Sul,RS,Santa Maria,1.0,45.0,45.0
72898,Sul,RS,Santa Maria,1.0,45.0,45.0
72899,Sul,RS,Santa Maria,1.0,45.0,45.0
72900,Sul,RS,Bagé,1.0,45.0,45.0
72901,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72902,Sul,RS,Bagé,1.0,45.0,45.0
72903,Sul,RS,Bagé,1.0,45.0,45.0
72904,Sul,RS,Bagé,1.0,45.0,45.0
72905,Sul,RS,Bagé,1.0,45.0,45.0
72906,Sudeste,RJ,Duque de Caxias,1.0,45.0,45.0
72907,Centro-Oeste,MS,Três Lagoas,1.0,45.0,45.0
72908,Centro-Oeste,MS,Três Lagoas,1.0,45.0,45.0
72909,Centro-Oeste,MS,Três Lagoas,1.0,45.0,45.0
72910,Centro-Oeste,MS,Três Lagoas,1.0,45.0,45.0
72911,Centro-Oeste,MS,Três Lagoas,1.0,45.0,45.0
72912,Centro-Oeste,MS,Três Lagoas,1.0,45.0,45.0
72913,Centro-Oeste,MS,Três Lagoas,1.0,45.0,45.0
72914,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72915,Centro-Oeste,MS,Três Lagoas,1.0,45.0,45.0
72916,Centro-Oeste,MS,Três Lagoas,1.0,45.0,45.0
72917,Centro-Oeste,MS,Três Lagoas,1.0,45.0,45.0
72918,Centro-Oeste,MS,Três Lagoas,1.0,45.0,45.0
72919,Norte,PA,Belém,1.0,45.0,45.0
72920,Norte,PA,Belém,1.0,45.0,45.0
72921,Norte,PA,Belém,1.0,45.0,45.0
72922,Norte,PA,Belém,1.0,45.0,45.0
72923,Centro-Oeste,MS,Três Lagoas,1.0,45.0,45.0
72924,Centro-Oeste,MS,Três Lagoas,1.0,45.0,45.0
72925,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72926,Sul,RS,Pelotas,1.0,45.0,45.0
72927,Sul,RS,Pelotas,1.0,45.0,45.0
72928,Sul,RS,Bagé,1.0,45.0,45.0
72929,Sul,RS,Bagé,1.0,45.0,45.0
72930,Sul,RS,Bagé,1.0,45.0,45.0
72931,Sul,RS,Bagé,1.0,45.0,45.0
72932,Sul,RS,Bagé,1.0,45.0,45.0
72933,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72934,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72935,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72936,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72937,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72938,Sudeste,RJ,Volta Redonda,2.0,90.0,90.0
72939,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72940,Sudeste,RJ,Volta Redonda,3.0,135.0,135.0
72941,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72942,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72943,Sudeste,RJ,Volta Redonda,1.0,45.0,45.0
72944,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72945,Sul,RS,Caxias do Sul,1.0,45.0,45.0
72946,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72947,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72948,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72949,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72950,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72951,Centro-Oeste,DF,Brasília,0.0,0.0,0.0
72952,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72953,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72954,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72955,Centro-Oeste,DF,Brasília,1.0,45.0,45.0
72956,Sul,RS,Pelotas,1.0,45.0,45.0
72957,Sudeste,SP,São José dos Campos,1.0,45.0,45.0
72958,Centro-Oeste,MS,Três Lagoas,0.0,0.0,0.0
