entrevista,regiao,uf,municipio,uso_horario_pico,horas_alto_consumo,consumo_total_kwh_mes,valor_estimado_conta_reais,produtos_maior_consumo,categoria_maior_consumo,quantidade_equipamentos,tipo_imovel
55457,Nordeste,PB,João Pessoa,True,9.1,98.25,73.69,Geladeira|Liquidificador|TV,Refrigeração,11,Apartamento
55462,Nordeste,PB,João Pessoa,True,1.7,98.86,74.14,Geladeira|TV|Liquidificador,Refrigeração,11,Casa
55463,Nordeste,PB,João Pessoa,False,4.6,124.11,93.08,Geladeira|TV|Ferro de Passar,Refrigeração,11,Casa
55464,Nordeste,PB,João Pessoa,False,10.0,128.19,96.14,Geladeira|Ferro de Passar|Liquidificador,Refrigeração,11,Comercio
55465,Nordeste,PB,João Pessoa,False,3.1,88.84,66.63,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,14,Comercio
55466,Nordeste,PB,João Pessoa,False,10.0,68.82,51.61,Geladeira|Roteador Wi-Fi|Lâmpada Fluorescente,Refrigeração,16,Comercio
55467,Nordeste,PB,João Pessoa,True,9.0,164.55,123.41,Bebedouro|Geladeira|TV,Refrigeração,23,Casa
55468,Nordeste,PB,João Pessoa,False,9.2,77.01,57.76,Geladeira|Ferro de Passar|Lâmpada LED,Refrigeração,22,Casa
55469,Nordeste,PB,João Pessoa,True,3.5,137.95,103.46,Ferro de Passar|Geladeira|TV,Eletrodomésticos,12,Casa
55470,Nordeste,PB,João Pessoa,True,10.1,100.62,75.46,Ventilador|Geladeira|Liquidificador,Climatização,12,Apartamento
55471,Nordeste,PB,João Pessoa,True,4.6,108.34,81.26,Geladeira|Lâmpada Incandescente|Ventilador,Refrigeração,13,Comercio
55472,Nordeste,PB,João Pessoa,True,8.8,96.83,72.62,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,16,Apartamento
55473,Nordeste,PB,João Pessoa,False,3.5,104.71,78.53,Geladeira|Notebook|Roteador Wi-Fi,Refrigeração,12,Casa
55474,Nordeste,PB,João Pessoa,True,0.3,114.74,86.06,Geladeira|Ferro de Passar|TV,Refrigeração,11,Apartamento
55475,Nordeste,PB,João Pessoa,False,9.6,108.09,81.07,Geladeira|TV|Ventilador,Refrigeração,18,Casa
55476,Nordeste,PB,João Pessoa,False,5.2,153.76,115.32,Ventilador|Geladeira|Roteador Wi-Fi,Climatização,18,Comercio
55478,Nordeste,PB,João Pessoa,True,6.9,255.17,191.38,Fogão Elétrico|Geladeira|TV,Eletrodomésticos,21,Casa
55479,Nordeste,PB,João Pessoa,False,11.5,162.07,121.55,Geladeira|Micro-ondas|Ferro de Passar,Refrigeração,17,Casa
55480,Nordeste,PB,João Pessoa,True,6.6,147.94,110.96,Geladeira|Micro-ondas|Ferro de Passar,Refrigeração,17,Casa
55481,Nordeste,PB,João Pessoa,True,5.1,127.74,95.8,Geladeira|Micro-ondas|Liquidificador,Refrigeração,16,Apartamento
55482,Nordeste,PB,João Pessoa,False,8.8,159.56,119.67,Geladeira|Micro-ondas|Ferro de Passar,Refrigeração,17,Casa
55483,Nordeste,PB,João Pessoa,False,10.5,128.07,96.05,Geladeira|Ferro de Passar|TV,Refrigeração,17,Casa
55484,Nordeste,PB,João Pessoa,True,10.9,141.79,106.34,Geladeira|TV|Ferro de Passar,Refrigeração,16,Casa
57056,Nordeste,PI,Picos,True,1.3,105.54,79.16,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,20,Apartamento
57057,Nordeste,PI,Picos,True,9.5,85.83,64.37,Geladeira|Ferro de Passar|Lâmpada Fluorescente,Refrigeração,16,Apartamento
57058,Nordeste,PI,Picos,False,9.5,90.63,67.97,Geladeira|Freezer|Lâmpada Fluorescente,Refrigeração,12,Apartamento
57059,Nordeste,PI,Picos,False,10.8,160.51,120.38,Ventilador|Geladeira|Freezer,Climatização,22,Casa
57060,Nordeste,PI,Picos,False,2.4,52.76,39.57,Geladeira|Lâmpada Incandescente|Lâmpada Fluorescente,Refrigeração,8,Comercio
57061,Nordeste,PI,Picos,False,2.1,68.32,51.24,Geladeira|Lâmpada Fluorescente|Ventilador,Refrigeração,16,Apartamento
57062,Nordeste,PI,Picos,True,0.9,168.14,126.1,Ventilador|Geladeira|Roteador Wi-Fi,Climatização,15,Casa
57063,Nordeste,PI,Picos,True,4.1,120.58,90.44,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,16,Casa
57064,Nordeste,PI,Picos,False,9.8,152.08,114.06,Geladeira|TV|Ventilador,Refrigeração,17,Casa
57065,Nordeste,PI,Parnaíba,False,2.7,151.39,113.54,Geladeira|TV|Micro-ondas,Refrigeração,15,Comercio
57066,Nordeste,PI,Parnaíba,False,0.2,123.85,92.89,Geladeira|Ferro de Passar|TV,Refrigeração,14,Apartamento
57067,Nordeste,PI,Parnaíba,True,6.2,107.01,80.26,Geladeira|Ferro de Passar|TV,Refrigeração,10,Casa
57069,Nordeste,PI,Parnaíba,False,2.5,120.76,90.57,Geladeira|Ferro de Passar|Liquidificador,Refrigeração,11,Casa
57070,Nordeste,PI,Parnaíba,True,1.6,169.6,127.2,Ar-condicionado|Ar-condicionado Split|Geladeira,Climatização,13,Apartamento
57071,Nordeste,PI,Parnaíba,False,11.4,125.75,94.31,Geladeira|Ferro de Passar|Micro-ondas,Refrigeração,11,Casa
57072,Nordeste,PI,Parnaíba,True,0.6,114.97,86.23,Geladeira|Ferro de Passar|TV,Refrigeração,12,Casa
57073,Nordeste,PI,Parnaíba,True,9.8,96.81,72.61,Geladeira|TV|Liquidificador,Refrigeração,11,Apartamento
57074,Nordeste,PI,Parnaíba,False,10.0,93.54,70.16,Geladeira|Ferro de Passar|Liquidificador,Refrigeração,9,Casa
57075,Nordeste,PI,Picos,True,4.2,57.35,43.01,Geladeira|Roteador Wi-Fi|Lâmpada Fluorescente,Refrigeração,12,Casa
57077,Nordeste,PI,Picos,True,3.3,53.0,39.75,Geladeira|Lâmpada Fluorescente|Ventilador,Refrigeração,12,Casa
57078,Nordeste,PI,Picos,False,3.7,103.14,77.36,Geladeira|Ventilador|Lâmpada Incandescente,Refrigeração,14,Comercio
57080,Nordeste,PI,Picos,False,4.7,117.37,88.03,Geladeira|TV|Ventilador,Refrigeração,20,Comercio
57081,Nordeste,PI,Picos,False,10.4,89.2,66.9,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,15,Casa
57082,Nordeste,PI,Picos,True,5.6,224.49,168.37,Geladeira|Freezer|Ventilador,Refrigeração,22,Apartamento
57083,Nordeste,PI,Picos,False,10.6,97.85,73.39,Geladeira|Freezer|Lâmpada Fluorescente,Refrigeração,14,Apartamento
57084,Nordeste,PI,Picos,True,1.6,104.11,78.08,Geladeira|Freezer|Lâmpada Fluorescente,Refrigeração,15,Apartamento
57086,Nordeste,PI,Picos,False,4.7,121.21,90.91,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,10,Casa
57087,Nordeste,PI,Picos,False,8.5,198.3,148.73,TV|Geladeira|Ventilador,Tecnologia,17,Casa
57088,Nordeste,PI,Picos,True,4.0,236.87,177.65,Ventilador|Geladeira|Freezer,Climatização,17,Comercio
57089,Nordeste,PI,Picos,False,11.2,175.02,131.27,Ventilador|Geladeira|Freezer,Climatização,17,Comercio
57090,Nordeste,PI,Picos,True,11.1,276.75,207.56,Ventilador|TV|Geladeira,Climatização,19,Apartamento
57091,Nordeste,PI,Picos,True,2.4,108.36,81.27,Geladeira|Freezer|Ventilador,Refrigeração,10,Apartamento
57092,Nordeste,PI,Teresina,False,8.3,111.44,83.58,Geladeira|Ventilador|TV,Refrigeração,12,Apartamento
57093,Nordeste,PI,Teresina,False,0.5,73.74,55.3,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,12,Casa
57094,Nordeste,PI,Parnaíba,True,8.2,92.24,69.18,Geladeira|TV|Ferro de Passar,Refrigeração,11,Apartamento
57095,Nordeste,PI,Teresina,True,4.5,203.12,152.34,TV|Ventilador|Geladeira,Tecnologia,25,Apartamento
57096,Nordeste,PI,Teresina,False,9.7,184.28,138.21,Geladeira|Ar-condicionado|Ar-condicionado Split,Refrigeração,25,Comercio
57097,Nordeste,PI,Parnaíba,False,0.5,120.57,90.43,Geladeira|Ferro de Passar|Lâmpada Fluorescente,Refrigeração,19,Casa
57098,Nordeste,PI,Teresina,True,8.0,123.16,92.37,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,14,Casa
57099,Nordeste,PI,Teresina,False,6.7,132.46,99.34,Ventilador|Geladeira|TV,Climatização,11,Casa
57100,Nordeste,PI,Parnaíba,False,6.9,70.17,52.63,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,7,Apartamento
57101,Nordeste,PI,Teresina,True,10.9,126.15,94.61,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,12,Apartamento
57102,Nordeste,PI,Teresina,False,6.2,60.9,45.68,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,8,Comercio
57103,Nordeste,PI,Teresina,True,9.1,139.87,104.9,Ventilador|Geladeira|Roteador Wi-Fi,Climatização,21,Apartamento
57104,Nordeste,PI,Teresina,False,0.8,117.11,87.83,Geladeira|Ventilador|TV,Refrigeração,11,Casa
57105,Nordeste,PI,Teresina,False,1.4,96.3,72.22,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,12,Comercio
57106,Nordeste,PI,Teresina,True,5.5,150.85,113.14,Ventilador|Geladeira|TV,Climatização,19,Comercio
57107,Nordeste,PI,Teresina,True,4.6,101.19,75.89,Geladeira|TV|Ventilador,Refrigeração,10,Comercio
57108,Nordeste,PI,Teresina,False,10.6,111.02,83.26,Ventilador|Geladeira|Lâmpada LED,Climatização,14,Comercio
57109,Nordeste,PI,Teresina,True,8.0,118.15,88.61,Geladeira|Ventilador|TV,Refrigeração,11,Apartamento
57110,Nordeste,PI,Teresina,True,1.8,66.37,49.78,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,7,Casa
57111,Nordeste,PI,Teresina,True,11.7,89.17,66.88,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,16,Comercio
57112,Nordeste,PI,Teresina,True,11.5,206.51,154.88,Ventilador|Geladeira|Freezer,Climatização,32,Casa
57113,Nordeste,PI,Teresina,True,6.4,128.99,96.74,Geladeira|Ventilador|TV,Refrigeração,17,Casa
57114,Nordeste,PI,Teresina,True,2.1,138.29,103.72,Ventilador|Geladeira|TV,Climatização,17,Comercio
57115,Nordeste,PI,Teresina,False,4.5,89.53,67.15,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,9,Comercio
57116,Nordeste,PI,Teresina,True,0.4,179.14,134.35,Ventilador|Geladeira|TV,Climatização,10,Casa
57117,Nordeste,PI,Teresina,True,8.7,298.91,224.18,Ventilador|Geladeira|TV,Climatização,17,Apartamento
57118,Nordeste,PI,Teresina,True,3.8,181.65,136.24,Ventilador|Geladeira|TV,Climatização,17,Apartamento
57119,Nordeste,PI,Teresina,True,2.2,137.84,103.38,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,18,Apartamento
57120,Nordeste,PI,Teresina,False,7.3,64.65,48.49,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,11,Casa
57121,Nordeste,PI,Teresina,True,2.1,218.76,164.07,Ferro de Passar|Ventilador|Geladeira,Eletrodomésticos,25,Casa
57122,Nordeste,PI,Teresina,False,2.3,132.17,99.13,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,14,Comercio
57123,Nordeste,PI,Picos,True,7.7,110.21,82.66,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,13,Apartamento
57124,Nordeste,PI,Picos,False,7.8,55.21,41.41,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,9,Apartamento
57125,Nordeste,PI,Picos,True,3.0,132.55,99.41,Geladeira|Freezer|Ventilador,Refrigeração,16,Casa
57126,Nordeste,PI,Picos,False,9.6,104.77,78.58,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,13,Apartamento
57127,Nordeste,PI,Picos,False,5.3,212.09,159.07,Geladeira|Freezer|Lâmpada Fluorescente,Refrigeração,20,Casa
57128,Nordeste,PI,Picos,True,7.1,178.73,134.05,Geladeira|Freezer|Ventilador,Refrigeração,23,Casa
57129,Nordeste,PI,Picos,True,7.7,49.68,37.26,Geladeira|Lâmpada Fluorescente|Liquidificador,Refrigeração,10,Apartamento
57130,Nordeste,PI,Picos,True,4.0,126.81,95.11,Geladeira|Freezer|Ventilador,Refrigeração,12,Apartamento
57131,Nordeste,PI,Picos,True,0.3,216.26,162.2,Ventilador|Geladeira|Freezer,Climatização,22,Casa
57132,Nordeste,PI,Picos,False,8.6,61.47,46.1,Geladeira|Lâmpada Fluorescente|Roteador Wi-Fi,Refrigeração,15,Casa
57133,Nordeste,PI,Picos,False,2.0,51.4,38.55,Geladeira|Lâmpada Fluorescente|Liquidificador,Refrigeração,9,Apartamento
57134,Nordeste,PI,Picos,False,9.8,93.7,70.28,Geladeira|Freezer|Lâmpada Incandescente,Refrigeração,13,Apartamento
57135,Nordeste,PI,Picos,True,6.5,80.42,60.32,Geladeira|Ventilador|Lâmpada Incandescente,Refrigeração,9,Comercio
57136,Nordeste,PI,Teresina,True,10.4,189.32,141.99,TV|Ventilador|Geladeira,Tecnologia,22,Comercio
57137,Nordeste,PI,Teresina,True,10.7,200.4,150.3,Ventilador|Geladeira|Roteador Wi-Fi,Climatização,26,Casa
57138,Nordeste,PI,Parnaíba,True,11.3,54.6,40.95,Geladeira|Lâmpada Fluorescente|Ventilador,Refrigeração,8,Apartamento
57139,Nordeste,PI,Teresina,False,4.9,177.02,132.77,Bebedouro|Geladeira|Lâmpada Fluorescente,Refrigeração,29,Casa
57140,Nordeste,PI,Teresina,False,8.3,200.72,150.54,Ventilador|Geladeira|Freezer,Climatização,20,Apartamento
57141,Nordeste,PI,Teresina,True,10.0,107.94,80.96,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,15,Apartamento
57142,Nordeste,PI,Teresina,True,5.9,92.25,69.19,Geladeira|TV|Ventilador,Refrigeração,13,Apartamento
57143,Nordeste,PI,Parnaíba,True,6.1,109.33,82.0,Geladeira|Ferro de Passar|TV,Refrigeração,11,Comercio
57144,Nordeste,PI,Teresina,True,2.6,170.94,128.2,Ventilador|Geladeira|Caixa de Som,Climatização,17,Casa
57145,Nordeste,PI,Teresina,False,12.0,114.84,86.13,Ventilador|Geladeira|Roteador Wi-Fi,Climatização,10,Casa
57146,Nordeste,PI,Parnaíba,False,9.6,109.56,82.17,Geladeira|Ferro de Passar|TV,Refrigeração,10,Casa
57147,Nordeste,PI,Teresina,False,4.3,114.58,85.94,Geladeira|TV|Ventilador,Refrigeração,11,Casa
57148,Nordeste,PI,Teresina,True,6.0,73.39,55.04,Geladeira|Ventilador|Roteador Wi-Fi,Refrigeração,14,Casa
57149,Nordeste,PI,Teresina,False,9.5,170.67,128.0,Lâmpada Incandescente|Ventilador|Geladeira,Iluminação,21,Casa
57150,Nordeste,PI,Parnaíba,False,0.8,111.29,83.47,Geladeira|Ferro de Passar|TV,Refrigeração,12,Casa
57151,Nordeste,PI,Teresina,False,6.3,91.45,68.59,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,12,Casa
57152,Nordeste,PI,Teresina,True,3.4,123.19,92.39,Geladeira|Ventilador|TV,Refrigeração,13,Comercio
57153,Nordeste,PI,Teresina,False,3.5,142.13,106.6,TV|Geladeira|Ventilador,Tecnologia,12,Casa
57154,Nordeste,PI,Teresina,False,6.5,173.83,130.37,TV|Geladeira|Ventilador,Tecnologia,14,Casa
57155,Nordeste,PI,Teresina,False,10.9,140.94,105.7,Geladeira|TV|Ventilador,Refrigeração,10,Apartamento
57156,Nordeste,PI,Teresina,True,11.1,341.86,256.4,Ar-condicionado|Ar-condicionado Split|Portão Elétrico,Climatização,16,Comercio
57157,Nordeste,PI,Teresina,True,9.0,130.79,98.09,Geladeira|Ventilador|TV,Refrigeração,24,Casa
57158,Nordeste,PI,Parnaíba,True,11.5,150.91,113.18,Geladeira|Freezer|Ferro de Passar,Refrigeração,13,Casa
57159,Nordeste,PI,Teresina,True,6.7,88.82,66.61,Geladeira|Ventilador|Lâmpada LED,Refrigeração,18,Casa
57160,Nordeste,PI,Parnaíba,False,3.7,111.74,83.8,Geladeira|Ferro de Passar|TV,Refrigeração,13,Comercio
57161,Nordeste,PI,Teresina,False,1.6,176.01,132.01,Ventilador|Geladeira|TV,Climatização,16,Apartamento
57162,Nordeste,PI,Teresina,False,11.2,70.69,53.02,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,7,Casa
57163,Nordeste,PI,Teresina,False,3.9,122.05,91.54,Geladeira|Ventilador|TV,Refrigeração,12,Comercio
57164,Nordeste,PI,Teresina,True,7.2,123.06,92.3,Geladeira|Ventilador|TV,Refrigeração,16,Casa
57165,Nordeste,PI,Teresina,False,0.8,86.62,64.96,Geladeira|Ventilador|TV,Refrigeração,9,Casa
57166,Nordeste,PI,Teresina,True,3.0,125.22,93.92,TV|Geladeira|Ventilador,Tecnologia,17,Casa
57167,Nordeste,PI,Teresina,True,5.5,110.71,83.03,Geladeira|TV|Secador de Cabelo,Refrigeração,17,Casa
57168,Nordeste,PI,Parnaíba,False,5.8,127.38,95.54,Geladeira|TV|Ferro de Passar,Refrigeração,11,Apartamento
57169,Nordeste,PI,Teresina,False,3.9,89.06,66.8,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,12,Casa
57170,Nordeste,PI,Teresina,True,6.6,115.04,86.28,Geladeira|Ventilador|TV,Refrigeração,10,Apartamento
57171,Nordeste,PI,Teresina,False,1.7,98.81,74.11,Geladeira|TV|Ventilador,Refrigeração,13,Apartamento
57172,Nordeste,PI,Teresina,True,2.5,90.84,68.13,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,9,Comercio
57173,Nordeste,PI,Teresina,True,2.9,143.42,107.56,Ventilador|Geladeira|Roteador Wi-Fi,Climatização,14,Casa
57174,Nordeste,PI,Teresina,True,1.7,325.05,243.79,Ar-condicionado|Ar-condicionado Split|Ventilador,Climatização,17,Apartamento
57175,Nordeste,PI,Parnaíba,True,5.6,189.01,141.76,Liquidificador|Geladeira|Micro-ondas,Eletrodomésticos,16,Comercio
57176,Nordeste,PI,Parnaíba,False,4.1,105.14,78.86,Geladeira|Ferro de Passar|TV,Refrigeração,11,Casa
57177,Nordeste,PI,Parnaíba,False,9.1,93.99,70.49,Geladeira|Ferro de Passar|Liquidificador,Refrigeração,9,Apartamento
57178,Nordeste,PI,Parnaíba,False,11.6,110.91,83.18,Geladeira|Ferro de Passar|TV,Refrigeração,10,Casa
57179,Nordeste,PI,Parnaíba,True,9.9,93.96,70.47,Geladeira|TV|Liquidificador,Refrigeração,9,Comercio
57180,Nordeste,PI,Parnaíba,True,1.3,110.91,83.18,Geladeira|Micro-ondas|TV,Refrigeração,11,Apartamento
57181,Nordeste,PI,Picos,True,4.7,80.25,60.19,Geladeira|Ventilador|Roteador Wi-Fi,Refrigeração,14,Casa
57182,Nordeste,PI,Picos,True,11.7,139.48,104.61,Geladeira|Freezer|Ventilador,Refrigeração,22,Comercio
57183,Nordeste,PI,Picos,False,7.9,59.54,44.66,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,9,Casa
57184,Nordeste,PI,Picos,False,1.7,126.19,94.64,Geladeira|TV|Ventilador,Refrigeração,13,Casa
57185,Nordeste,PI,Picos,False,6.6,149.47,112.1,Geladeira|Freezer|Ventilador,Refrigeração,12,Apartamento
57186,Nordeste,PI,Picos,False,6.7,55.52,41.64,Geladeira|Lâmpada Fluorescente|Ventilador,Refrigeração,11,Casa
57187,Nordeste,PI,Picos,True,4.1,93.58,70.18,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,15,Casa
57188,Nordeste,PI,Picos,True,7.5,90.78,68.09,Geladeira|Freezer|Lâmpada LED,Refrigeração,12,Casa
57189,Nordeste,PI,Picos,True,0.8,122.83,92.12,Geladeira|Freezer|Ventilador,Refrigeração,19,Apartamento
57190,Nordeste,PI,Picos,True,3.6,92.86,69.64,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,13,Casa
57191,Nordeste,PI,Picos,True,1.9,90.82,68.11,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,14,Comercio
57192,Nordeste,PI,Picos,True,9.1,72.75,54.56,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,15,Casa
57193,Nordeste,PI,Teresina,False,8.2,107.58,80.68,Geladeira|TV|Ventilador,Refrigeração,10,Casa
57194,Nordeste,PI,Teresina,False,0.3,167.82,125.86,Ventilador|Geladeira|TV,Climatização,11,Comercio
57195,Nordeste,PI,Teresina,True,1.1,72.57,54.43,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,9,Casa
57196,Nordeste,PI,Parnaíba,True,9.7,89.08,66.81,Geladeira|TV|Liquidificador,Refrigeração,9,Casa
57202,Nordeste,PI,Teresina,False,9.1,87.88,65.91,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,10,Apartamento
57203,Nordeste,PI,Teresina,False,6.8,121.5,91.12,Geladeira|Ventilador|TV,Refrigeração,15,Casa
57204,Nordeste,PI,Parnaíba,True,6.6,72.72,54.54,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,8,Comercio
57205,Nordeste,PI,Teresina,False,5.7,150.41,112.81,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,18,Apartamento
57206,Nordeste,PI,Teresina,True,8.0,125.13,93.85,Geladeira|Ventilador|TV,Refrigeração,12,Apartamento
57207,Nordeste,PI,Teresina,True,1.7,97.28,72.96,Geladeira|Ventilador|Roteador Wi-Fi,Refrigeração,13,Apartamento
57208,Nordeste,PI,Teresina,False,3.8,218.68,164.01,Ventilador|TV|Geladeira,Climatização,17,Casa
57209,Nordeste,PI,Teresina,False,8.0,112.2,84.15,Geladeira|Ventilador|TV,Refrigeração,25,Casa
57210,Nordeste,PI,Teresina,True,10.0,166.93,125.2,Ventilador|Geladeira|Lâmpada Incandescente,Climatização,15,Casa
57211,Nordeste,PI,Parnaíba,False,2.1,84.8,63.6,Geladeira|TV|Liquidificador,Refrigeração,10,Comercio
57212,Nordeste,PI,Teresina,True,4.5,172.57,129.43,Geladeira|Computador Desktop|Lâmpada Fluorescente,Refrigeração,27,Apartamento
57213,Nordeste,PI,Teresina,True,4.2,158.39,118.79,Ventilador|Geladeira|TV,Climatização,13,Apartamento
57214,Nordeste,PI,Teresina,True,7.4,142.33,106.75,Geladeira|Ventilador|TV,Refrigeração,16,Casa
57215,Nordeste,PI,Teresina,True,6.7,117.22,87.92,Geladeira|Ventilador|TV,Refrigeração,15,Casa
57216,Nordeste,PI,Teresina,True,10.8,391.14,293.36,Ar-condicionado|Ar-condicionado Split|Bebedouro,Climatização,35,Casa
57217,Nordeste,PI,Teresina,True,3.2,95.87,71.9,Geladeira|TV|Lâmpada LED,Refrigeração,15,Casa
57218,Nordeste,PI,Teresina,False,6.4,190.53,142.9,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,28,Apartamento
57219,Nordeste,PI,Teresina,True,11.0,132.38,99.28,Geladeira|Ventilador|TV,Refrigeração,17,Casa
57220,Nordeste,PI,Teresina,True,11.1,452.31,339.23,Ventilador|TV|Bebedouro,Climatização,30,Casa
57221,Nordeste,PI,Picos,False,1.2,106.79,80.09,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,14,Casa
57222,Nordeste,PI,Picos,False,11.9,82.11,61.58,Geladeira|Ventilador|Lâmpada Incandescente,Refrigeração,13,Apartamento
57223,Nordeste,PI,Picos,True,7.4,158.56,118.92,Ventilador|Geladeira|Freezer,Climatização,21,Casa
57224,Nordeste,PI,Picos,True,2.9,123.07,92.3,Geladeira|Freezer|Ferro de Passar,Refrigeração,15,Comercio
57225,Nordeste,PI,Picos,False,1.4,153.34,115.0,Ventilador|Geladeira|Freezer,Climatização,16,Casa
57226,Nordeste,PI,Picos,False,3.5,136.63,102.47,Geladeira|Freezer|Ventilador,Refrigeração,15,Casa
57227,Nordeste,PI,Picos,True,1.0,63.89,47.92,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,14,Casa
57228,Nordeste,PI,Picos,True,11.5,79.05,59.29,Geladeira|Ventilador|Lâmpada Incandescente,Refrigeração,11,Casa
57229,Nordeste,PI,Teresina,True,0.8,131.28,98.46,Ventilador|Geladeira|Roteador Wi-Fi,Climatização,21,Apartamento
57230,Nordeste,PI,Parnaíba,True,6.9,133.47,100.1,Geladeira|Ferro de Passar|Lâmpada Fluorescente,Refrigeração,21,Comercio
57231,Nordeste,PI,Teresina,True,11.3,81.14,60.86,Geladeira|Lâmpada Incandescente|Ventilador,Refrigeração,10,Casa
57232,Nordeste,PI,Teresina,True,1.6,119.23,89.42,Geladeira|Ventilador|TV,Refrigeração,13,Casa
57233,Nordeste,PI,Teresina,False,2.9,132.39,99.29,Geladeira|Ventilador|TV,Refrigeração,16,Casa
57234,Nordeste,PI,Parnaíba,False,11.5,89.31,66.98,Geladeira|TV|Ferro de Passar,Refrigeração,10,Comercio
57235,Nordeste,PI,Teresina,True,0.1,171.36,128.52,Geladeira|Ventilador|Ar-condicionado,Refrigeração,26,Casa
57236,Nordeste,PI,Teresina,True,3.9,214.07,160.55,Ventilador|Geladeira|Roteador Wi-Fi,Climatização,17,Casa
57237,Nordeste,PI,Parnaíba,True,6.8,103.86,77.9,Geladeira|Ferro de Passar|TV,Refrigeração,11,Casa
57238,Nordeste,PI,Teresina,True,3.3,75.52,56.64,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,15,Casa
57239,Nordeste,PI,Teresina,False,2.7,128.39,96.29,Geladeira|Ventilador|Computador Desktop,Refrigeração,17,Casa
57240,Nordeste,PI,Parnaíba,True,5.5,126.67,95.0,Geladeira|Ferro de Passar|TV,Refrigeração,13,Comercio
57241,Nordeste,PI,Teresina,False,7.0,89.59,67.19,Geladeira|TV|Ventilador,Refrigeração,13,Casa
57242,Nordeste,PI,Parnaíba,True,1.3,114.29,85.72,Geladeira|Ferro de Passar|TV,Refrigeração,10,Apartamento
57243,Nordeste,PI,Teresina,False,1.5,186.74,140.06,Ventilador|Geladeira|Lâmpada LED,Climatização,24,Casa
57244,Nordeste,PI,Parnaíba,False,8.7,86.15,64.61,Geladeira|TV|Liquidificador,Refrigeração,10,Apartamento
57245,Nordeste,PI,Parnaíba,False,4.6,113.99,85.49,Geladeira|Ferro de Passar|TV,Refrigeração,15,Comercio
57246,Nordeste,PI,Teresina,True,6.2,114.76,86.07,Ventilador|Geladeira|TV,Climatização,11,Apartamento
57247,Nordeste,PI,Teresina,True,8.7,149.86,112.4,Ventilador|Geladeira|TV,Climatização,23,Casa
57248,Nordeste,PI,Teresina,True,11.1,238.4,178.8,TV|Ventilador|Geladeira,Tecnologia,30,Comercio
57249,Nordeste,PI,Teresina,False,11.8,198.21,148.66,Ventilador|Geladeira|TV,Climatização,16,Casa
57250,Nordeste,PI,Teresina,True,3.9,150.21,112.66,Ventilador|Geladeira|Computador Desktop,Climatização,22,Casa
57251,Nordeste,PI,Teresina,True,0.8,103.1,77.32,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,20,Casa
57252,Nordeste,PI,Teresina,False,7.3,306.95,230.21,Ar-condicionado|Ar-condicionado Split|Geladeira,Climatização,26,Comercio
57253,Nordeste,PI,Teresina,False,2.6,254.4,190.8,Ar-condicionado|Ar-condicionado Split|TV,Climatização,22,Casa
57254,Nordeste,PI,Teresina,False,10.8,220.49,165.37,TV|Ventilador|Geladeira,Tecnologia,20,Apartamento
