entrevista,regiao,uf,municipio,uso_horario_pico,horas_alto_consumo,consumo_total_kwh_mes,valor_estimado_conta_reais,produtos_maior_consumo,categoria_maior_consumo,quantidade_equipamentos,tipo_imovel,categoria
71747,Centro-Oeste,MS,Campo Grande,0,5.2,216.98,162.73,TV|Ventilador|Geladeira,Tecnologia,19,Apartamento,Bom
71748,Sul,RS,Porto Alegre,0,1.3,592.67,444.5,Chuveiro Elétrico|Ar-condicionado|Computador Desktop,Eletrodomésticos,20,Comercio,Excelente
71749,Centro-Oeste,MS,Campo Grande,0,5.8,271.7,203.77,TV|Geladeira|Freezer,Tecnologia,30,Comercio,Bom
71750,Sul,RS,Porto Alegre,0,2.9,559.95,419.96,Chuveiro Elétrico|Ferro de Passar|Aspirador de Pó,Eletrodomésticos,22,Casa,Bom
71751,Sul,RS,Porto Alegre,1,4.2,570.97,428.23,Chuveiro Elétrico|Ventilador de Teto|TV,Eletrodomésticos,23,Comercio,Ruim
71752,Centro-Oeste,MS,Campo Grande,1,10.4,156.42,117.32,Ar-condicionado|Ar-condicionado Split|Geladeira,Climatização,15,Casa,Crítico
71753,Sul,RS,Porto Alegre,1,0.3,859.95,644.96,Chuveiro Elétrico|Ventilador|Forno Elétrico,Eletrodomésticos,21,Apartamento,Crítico
71754,Centro-Oeste,MS,Campo Grande,1,5.4,108.35,81.26,Geladeira|Ventilador|Chuveiro Elétrico,Refrigeração,14,Apartamento,Ruim
71755,Centro-Oeste,MS,Campo Grande,0,1.9,496.0,372.0,Portão Elétrico|Ventilador|Geladeira,Serviços,26,Casa,Bom
71756,Sudeste,MG,Uberlândia,0,8.2,270.69,203.02,Chuveiro Elétrico|TV|Geladeira,Eletrodomésticos,22,Apartamento,Mediano
71757,Sudeste,MG,Uberlândia,1,1.3,221.04,165.78,Chuveiro Elétrico|TV|Geladeira,Eletrodomésticos,20,Casa,Ruim
71758,Centro-Oeste,MS,Campo Grande,0,11.5,351.23,263.42,TV|Ventilador|Chuveiro Elétrico,Tecnologia,22,Comercio,Mediano
71759,Centro-Oeste,MS,Campo Grande,0,1.4,142.25,106.69,Geladeira|Ventilador|Chuveiro Elétrico,Refrigeração,22,Comercio,Excelente
71760,Sudeste,MG,Uberlândia,0,0.8,186.81,140.11,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,16,Apartamento,Excelente
71761,Centro-Oeste,MS,Campo Grande,0,8.8,278.2,208.65,Chuveiro Elétrico|Geladeira|Ventilador,Eletrodomésticos,16,Apartamento,Mediano
71762,Centro-Oeste,MS,Campo Grande,1,5.7,233.37,175.03,Chuveiro Elétrico|Ventilador de Teto|Geladeira,Eletrodomésticos,18,Apartamento,Crítico
71763,Centro-Oeste,MS,Campo Grande,0,10.2,175.17,131.38,Ventilador de Teto|Geladeira|Chuveiro Elétrico,Climatização,17,Casa,Mediano
71764,Sudeste,MG,Uberlândia,1,4.1,170.13,127.6,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,12,Apartamento,Ruim
71765,Centro-Oeste,MS,Campo Grande,0,11.9,205.58,154.18,Ventilador|Ventilador de Teto|Geladeira,Climatização,27,Comercio,Mediano
71766,Sudeste,MG,Uberlândia,0,5.5,389.77,292.33,Chuveiro Elétrico|Bebedouro|Ventilador de Teto,Eletrodomésticos,24,Casa,Bom
71767,Centro-Oeste,MS,Campo Grande,0,2.4,105.39,79.04,Geladeira|Chuveiro Elétrico|Ventilador,Refrigeração,12,Casa,Excelente
71768,Centro-Oeste,MS,Campo Grande,0,7.9,604.66,453.5,Chuveiro Elétrico|Ventilador de Teto|Geladeira,Eletrodomésticos,41,Comercio,Mediano
71769,Sudeste,MG,Uberlândia,0,8.9,327.07,245.3,Chuveiro Elétrico|Bebedouro|Geladeira,Eletrodomésticos,18,Casa,Mediano
71770,Centro-Oeste,MS,Campo Grande,1,4.2,147.41,110.56,Chuveiro Elétrico|Geladeira|Ventilador,Eletrodomésticos,14,Apartamento,Ruim
71771,Centro-Oeste,MS,Campo Grande,0,3.2,156.17,117.13,Ventilador|Geladeira|TV,Climatização,21,Apartamento,Bom
71772,Centro-Oeste,MS,Campo Grande,0,9.6,151.08,113.31,Chuveiro Elétrico|Geladeira|Lâmpada Fluorescente,Eletrodomésticos,15,Apartamento,Mediano
71773,Centro-Oeste,MS,Campo Grande,0,10.3,449.73,337.3,Chuveiro Elétrico|TV|Ventilador,Eletrodomésticos,24,Apartamento,Mediano
71774,Centro-Oeste,MS,Campo Grande,1,1.8,219.08,164.31,Ventilador|Geladeira|Ferro de Passar,Climatização,20,Apartamento,Ruim
71775,Sudeste,MG,Uberlândia,1,9.7,350.15,262.61,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,22,Casa,Crítico
71776,Centro-Oeste,MS,Campo Grande,1,1.1,285.11,213.83,Chuveiro Elétrico|Geladeira|Ventilador,Eletrodomésticos,21,Casa,Ruim
71778,Sudeste,MG,Uberlândia,1,5.7,254.46,190.84,Lâmpada Incandescente|Chuveiro Elétrico|Geladeira,Iluminação,22,Apartamento,Crítico
71779,Centro-Oeste,MS,Campo Grande,0,0.5,214.03,160.52,Chuveiro Elétrico|Geladeira|Ventilador,Eletrodomésticos,28,Casa,Excelente
71780,Centro-Oeste,MT,Rondonópolis,0,2.5,162.91,122.18,Ventilador|Geladeira|Chuveiro Elétrico,Climatização,14,Comercio,Excelente
71781,Centro-Oeste,MT,Rondonópolis,1,6.0,126.54,94.9,Ventilador|Geladeira|Micro-ondas,Climatização,17,Casa,Ruim
71782,Centro-Oeste,MT,Rondonópolis,0,4.1,124.22,93.16,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,14,Apartamento,Bom
71783,Centro-Oeste,MT,Rondonópolis,1,8.5,124.14,93.1,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,19,Apartamento,Crítico
71784,Centro-Oeste,MT,Rondonópolis,0,0.2,121.65,91.24,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,15,Casa,Excelente
71785,Centro-Oeste,MT,Rondonópolis,1,11.8,118.84,89.13,Ventilador|Geladeira|Lâmpada LED,Climatização,12,Casa,Crítico
71786,Centro-Oeste,MT,Rondonópolis,0,3.2,399.22,299.42,Ar-condicionado|Ar-condicionado Split|Ventilador,Climatização,28,Comercio,Bom
71787,Centro-Oeste,MT,Rondonópolis,0,9.2,266.84,200.13,Chuveiro Elétrico|Ventilador|Geladeira,Eletrodomésticos,23,Comercio,Mediano
71788,Centro-Oeste,MT,Rondonópolis,0,9.9,128.08,96.06,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,14,Casa,Mediano
71789,Centro-Oeste,MT,Rondonópolis,1,0.2,200.02,150.02,Ventilador|Geladeira|TV,Climatização,20,Apartamento,Ruim
71790,Centro-Oeste,MT,Rondonópolis,1,11.1,316.48,237.36,Chuveiro Elétrico|Ventilador|Geladeira,Eletrodomésticos,26,Apartamento,Crítico
71791,Centro-Oeste,MT,Rondonópolis,1,9.2,385.08,288.81,Ar-condicionado|Ar-condicionado Split|Chuveiro Elétrico,Climatização,17,Casa,Crítico
71792,Centro-Oeste,MT,Rondonópolis,0,8.0,325.16,243.87,Ar-condicionado|Ar-condicionado Split|Geladeira,Climatização,9,Comercio,Bom
71793,Centro-Oeste,MT,Rondonópolis,0,4.5,84.32,63.24,Geladeira|Ventilador|Lâmpada LED,Refrigeração,10,Comercio,Excelente
71794,Sul,RS,Porto Alegre,1,3.9,333.23,249.92,Chuveiro Elétrico|Geladeira|Lâmpada Fluorescente,Eletrodomésticos,14,Comercio,Ruim
71795,Centro-Oeste,MS,Campo Grande,0,2.1,218.42,163.82,Ventilador|Geladeira|Ar-condicionado,Climatização,23,Apartamento,Bom
71796,Centro-Oeste,MS,Campo Grande,0,4.5,156.36,117.27,Geladeira|Ferro de Passar|Ventilador,Refrigeração,16,Casa,Bom
71797,Centro-Oeste,MS,Campo Grande,0,11.2,237.25,177.94,TV|Geladeira|Chuveiro Elétrico,Tecnologia,18,Casa,Mediano
71798,Centro-Oeste,MS,Campo Grande,0,10.0,1001.47,751.1,Chuveiro Elétrico|Notebook|Ventilador,Eletrodomésticos,35,Comercio,Mediano
71799,Centro-Oeste,MS,Campo Grande,0,11.4,303.21,227.41,Ventilador|Geladeira|TV,Climatização,24,Comercio,Mediano
71800,Centro-Oeste,MS,Campo Grande,0,6.5,136.79,102.59,Geladeira|Freezer|TV,Refrigeração,14,Casa,Bom
71801,Centro-Oeste,MS,Campo Grande,0,9.5,189.28,141.96,Ventilador|Geladeira|Chuveiro Elétrico,Climatização,13,Apartamento,Mediano
71802,Sul,RS,Porto Alegre,1,11.9,395.2,296.4,Chuveiro Elétrico|Lâmpada Incandescente|Geladeira,Eletrodomésticos,12,Apartamento,Crítico
71803,Sul,RS,Porto Alegre,1,10.0,421.23,315.92,Chuveiro Elétrico|Forno Elétrico|Lâmpada Incandescente,Eletrodomésticos,17,Casa,Crítico
71804,Sul,RS,Porto Alegre,1,8.9,690.16,517.62,Chuveiro Elétrico|Lâmpada Incandescente|Secador de Cabelo,Eletrodomésticos,16,Comercio,Crítico
71805,Sul,RS,Porto Alegre,0,9.0,229.64,172.23,Lâmpada Incandescente|Chuveiro Elétrico|Geladeira,Iluminação,13,Casa,Bom
71806,Sul,RS,Porto Alegre,1,5.8,320.07,240.05,Chuveiro Elétrico|Lâmpada Incandescente|Geladeira,Eletrodomésticos,13,Apartamento,Crítico
71807,Sul,RS,Porto Alegre,1,2.9,268.43,201.32,Lâmpada Incandescente|Chuveiro Elétrico|Geladeira,Iluminação,14,Apartamento,Ruim
71808,Sul,RS,Porto Alegre,1,2.8,366.99,275.24,Chuveiro Elétrico|Lâmpada Incandescente|Ventilador de Teto,Eletrodomésticos,12,Casa,Ruim
71809,Sudeste,RJ,Duque de Caxias,1,3.1,55.87,41.9,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,11,Casa,Ruim
71810,Sudeste,RJ,Duque de Caxias,0,1.8,115.86,86.9,Geladeira|Chuveiro Elétrico|Lâmpada Incandescente,Refrigeração,13,Casa,Excelente
71811,Sudeste,RJ,Duque de Caxias,1,2.9,131.84,98.88,Chuveiro Elétrico|Geladeira|Micro-ondas,Eletrodomésticos,16,Apartamento,Ruim
71812,Sudeste,RJ,Duque de Caxias,0,3.4,53.82,40.36,Geladeira|Lâmpada Fluorescente|Ferro de Passar,Refrigeração,10,Casa,Excelente
71814,Sudeste,RJ,Duque de Caxias,0,1.7,240.12,180.09,Chuveiro Elétrico|Geladeira|Forno Elétrico,Eletrodomésticos,24,Apartamento,Bom
71815,Sudeste,RJ,Duque de Caxias,0,8.9,212.45,159.34,Chuveiro Elétrico|Geladeira|Freezer,Eletrodomésticos,41,Casa,Mediano
71816,Sudeste,RJ,Duque de Caxias,0,9.3,804.15,603.11,Chuveiro Elétrico|Forno Elétrico|Lava-louças,Eletrodomésticos,36,Apartamento,Mediano
71817,Sudeste,SP,Ribeirão Preto,0,0.4,146.77,110.08,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,16,Casa,Excelente
71818,Sudeste,SP,Ribeirão Preto,1,7.2,47.95,35.96,Lâmpada Incandescente|Chuveiro Elétrico|Lâmpada Fluorescente,Iluminação,13,Apartamento,Ruim
71819,Sudeste,SP,Ribeirão Preto,0,4.6,237.39,178.04,Chuveiro Elétrico|Geladeira|Ventilador,Eletrodomésticos,23,Casa,Bom
71820,Sudeste,SP,Ribeirão Preto,0,8.0,214.01,160.51,Bebedouro|Geladeira|Freezer,Refrigeração,28,Comercio,Mediano
71821,Sudeste,SP,Ribeirão Preto,1,5.2,267.66,200.74,Chuveiro Elétrico|Bebedouro|Geladeira,Eletrodomésticos,29,Apartamento,Crítico
71822,Sudeste,SP,Ribeirão Preto,0,5.5,296.71,222.53,Chuveiro Elétrico|Bebedouro|Geladeira,Eletrodomésticos,35,Casa,Mediano
71823,Sudeste,SP,Ribeirão Preto,1,5.5,182.96,137.22,Bebedouro|Geladeira|Ventilador,Refrigeração,23,Apartamento,Crítico
71824,Sudeste,SP,Ribeirão Preto,1,8.4,173.43,130.07,Chuveiro Elétrico|Geladeira|Ventilador de Teto,Eletrodomésticos,22,Casa,Crítico
71825,Sudeste,SP,Ribeirão Preto,0,8.6,154.77,116.08,Ventilador de Teto|Geladeira|Chuveiro Elétrico,Climatização,23,Apartamento,Mediano
71826,Sudeste,SP,Ribeirão Preto,1,11.3,151.48,113.61,Ventilador de Teto|Geladeira|Lâmpada Incandescente,Climatização,19,Casa,Crítico
71827,Sudeste,SP,Santos,1,1.2,166.69,125.02,Geladeira|Fogão Elétrico|Roteador Wi-Fi,Refrigeração,32,Casa,Ruim
71828,Sudeste,SP,Itanhaém,1,11.4,338.59,253.94,Chuveiro Elétrico|Geladeira|Freezer,Eletrodomésticos,36,Apartamento,Crítico
71829,Sudeste,SP,Itanhaém,1,4.9,308.17,231.13,Chuveiro Elétrico|Geladeira|Secador de Cabelo,Eletrodomésticos,15,Apartamento,Crítico
71830,Sudeste,SP,Itanhaém,0,6.4,311.32,233.49,Chuveiro Elétrico|Geladeira|Freezer,Eletrodomésticos,21,Casa,Bom
71831,Centro-Oeste,MT,Rondonópolis,0,10.8,157.11,117.83,Ventilador|Geladeira|TV,Climatização,16,Comercio,Mediano
71832,Centro-Oeste,MT,Rondonópolis,0,3.8,505.12,378.84,Ar-condicionado|Ar-condicionado Split|Ventilador,Climatização,22,Apartamento,Bom
71833,Centro-Oeste,MT,Rondonópolis,0,0.3,242.44,181.83,Ventilador|TV|Geladeira,Climatização,20,Comercio,Excelente
71834,Centro-Oeste,MT,Rondonópolis,0,0.8,601.51,451.13,Ar-condicionado|Ar-condicionado Split|Chuveiro Elétrico,Climatização,27,Comercio,Excelente
71835,Centro-Oeste,MT,Rondonópolis,0,2.0,86.0,64.5,Geladeira|Ventilador|Lâmpada Fluorescente,Refrigeração,13,Casa,Excelente
71836,Centro-Oeste,MT,Rondonópolis,0,4.2,299.02,224.26,Chuveiro Elétrico|Ventilador|Geladeira,Eletrodomésticos,22,Casa,Bom
71837,Centro-Oeste,MT,Rondonópolis,0,2.8,119.85,89.89,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,12,Casa,Excelente
71838,Centro-Oeste,MT,Rondonópolis,1,3.7,405.53,304.15,Portão Elétrico|Chuveiro Elétrico|Geladeira,Serviços,24,Apartamento,Crítico
71839,Centro-Oeste,MT,Rondonópolis,0,9.1,1005.79,754.34,Ar-condicionado|Ar-condicionado Split|Chuveiro Elétrico,Climatização,32,Casa,Mediano
71840,Centro-Oeste,MT,Rondonópolis,1,10.9,173.89,130.42,Ventilador|Geladeira|TV,Climatização,19,Casa,Crítico
71841,Centro-Oeste,MT,Rondonópolis,1,11.7,152.18,114.14,Geladeira|TV|Ventilador,Refrigeração,21,Casa,Crítico
71842,Sul,RS,Porto Alegre,0,9.3,566.65,424.99,Portão Elétrico|Chuveiro Elétrico|Geladeira,Serviços,17,Apartamento,Mediano
71843,Sul,RS,Porto Alegre,1,8.7,498.7,374.02,Portão Elétrico|Fogão Elétrico|Chuveiro Elétrico,Serviços,19,Comercio,Crítico
71844,Sul,RS,Porto Alegre,0,4.8,694.2,520.65,Portão Elétrico|Chuveiro Elétrico|Lâmpada Incandescente,Serviços,18,Casa,Bom
71845,Sul,RS,Porto Alegre,1,11.6,702.93,527.2,Chuveiro Elétrico|Portão Elétrico|Cafeteira Elétrica,Eletrodomésticos,18,Casa,Crítico
71846,Sul,RS,Porto Alegre,1,6.7,443.82,332.86,Portão Elétrico|Fogão Elétrico|Chuveiro Elétrico,Serviços,20,Comercio,Crítico
71847,Sul,RS,Porto Alegre,1,4.6,458.52,343.89,Portão Elétrico|Chuveiro Elétrico|Geladeira,Serviços,14,Apartamento,Crítico
71848,Sul,RS,Porto Alegre,1,12.0,354.34,265.76,Chuveiro Elétrico|Lâmpada Incandescente|Geladeira,Eletrodomésticos,19,Casa,Crítico
71849,Sul,RS,Porto Alegre,0,6.9,267.4,200.55,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,12,Casa,Bom
71850,Sul,RS,Porto Alegre,1,1.9,184.14,138.1,Chuveiro Elétrico|Geladeira|Micro-ondas,Eletrodomésticos,15,Casa,Ruim
71851,Sul,RS,Porto Alegre,0,2.2,318.92,239.19,Chuveiro Elétrico|Geladeira|Secador de Cabelo,Eletrodomésticos,16,Casa,Excelente
71852,Centro-Oeste,MS,Campo Grande,1,5.7,34.9,26.17,TV|Chuveiro Elétrico|Roteador Wi-Fi,Tecnologia,13,Comercio,Ruim
71853,Centro-Oeste,MS,Campo Grande,0,7.3,29.25,21.94,Chuveiro Elétrico|Lâmpada Fluorescente|Liquidificador,Eletrodomésticos,8,Apartamento,Bom
71854,Centro-Oeste,MT,Rondonópolis,1,4.9,171.46,128.6,Ventilador|Geladeira|Micro-ondas,Climatização,14,Apartamento,Ruim
71856,Centro-Oeste,MT,Rondonópolis,0,11.2,131.48,98.61,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,13,Casa,Mediano
71857,Centro-Oeste,MT,Rondonópolis,0,11.0,171.55,128.66,Ventilador|Geladeira|TV,Climatização,16,Apartamento,Mediano
71858,Centro-Oeste,MT,Rondonópolis,1,10.3,203.76,152.82,Ventilador|Geladeira|TV,Climatização,18,Apartamento,Crítico
71859,Centro-Oeste,MT,Rondonópolis,0,0.8,171.99,128.99,Ventilador|Geladeira|TV,Climatização,17,Casa,Excelente
71860,Centro-Oeste,MT,Rondonópolis,0,0.8,192.44,144.33,TV|Ventilador|Geladeira,Tecnologia,16,Apartamento,Excelente
71861,Sul,RS,Porto Alegre,1,7.2,378.99,284.24,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,15,Apartamento,Crítico
71862,Sul,RS,Porto Alegre,0,11.3,225.31,168.98,Chuveiro Elétrico|Geladeira|Secador de Cabelo,Eletrodomésticos,17,Apartamento,Mediano
71863,Sul,RS,Porto Alegre,1,9.5,658.1,493.58,Chuveiro Elétrico|Forno Elétrico|Ventilador,Eletrodomésticos,19,Casa,Crítico
71864,Sul,RS,Porto Alegre,1,6.1,698.57,523.93,Chuveiro Elétrico|Lâmpada Incandescente|Forno Elétrico,Eletrodomésticos,19,Apartamento,Crítico
71865,Sudeste,SP,Campinas,1,6.0,117.11,87.83,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,8,Casa,Ruim
71866,Sudeste,SP,Campinas,1,0.1,116.36,87.27,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,8,Comercio,Mediano
71867,Sudeste,SP,Campinas,0,2.0,62.53,46.9,Geladeira|TV|Micro-ondas,Refrigeração,10,Apartamento,Excelente
71868,Sudeste,SP,Campinas,0,8.4,190.88,143.16,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,13,Apartamento,Bom
71869,Sudeste,SP,Campinas,1,3.7,190.16,142.62,Chuveiro Elétrico|Geladeira|Micro-ondas,Eletrodomésticos,12,Comercio,Ruim
71870,Centro-Oeste,MT,Rondonópolis,1,2.5,136.78,102.58,Geladeira|Ventilador|TV,Refrigeração,15,Casa,Ruim
71871,Centro-Oeste,MT,Rondonópolis,1,8.5,179.19,134.39,Ventilador|Geladeira|TV,Climatização,20,Casa,Crítico
71872,Sul,RS,Porto Alegre,0,10.8,735.9,551.92,Chuveiro Elétrico|Forno Elétrico|TV,Eletrodomésticos,18,Comercio,Mediano
71873,Sul,RS,Porto Alegre,0,4.7,356.81,267.61,Chuveiro Elétrico|Forno Elétrico|Secador de Cabelo,Eletrodomésticos,18,Casa,Bom
71874,Sul,RS,Porto Alegre,1,10.0,408.27,306.2,Chuveiro Elétrico|Lâmpada Incandescente|Geladeira,Eletrodomésticos,14,Apartamento,Crítico
71875,Sudeste,SP,Ribeirão Preto,0,6.7,170.28,127.71,Chuveiro Elétrico|Geladeira|Ventilador de Teto,Eletrodomésticos,19,Comercio,Bom
71876,Sudeste,SP,Ribeirão Preto,1,10.8,197.83,148.37,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,19,Apartamento,Crítico
71877,Sudeste,SP,Ribeirão Preto,1,1.3,465.3,348.98,Chuveiro Elétrico|Ventilador|Geladeira,Eletrodomésticos,26,Comercio,Ruim
71878,Sudeste,SP,Ribeirão Preto,1,3.1,112.57,84.43,Geladeira|Chuveiro Elétrico|Ventilador de Teto,Refrigeração,28,Casa,Ruim
71879,Sudeste,SP,Ribeirão Preto,1,2.8,182.75,137.06,Bebedouro|Geladeira|Lâmpada Incandescente,Refrigeração,21,Apartamento,Ruim
71880,Sudeste,SP,Ribeirão Preto,0,2.5,119.1,89.32,Geladeira|Lâmpada Incandescente|Ventilador,Refrigeração,19,Comercio,Excelente
71881,Sul,RS,Porto Alegre,0,6.3,557.1,417.83,Chuveiro Elétrico|Ventilador de Teto|Computador Desktop,Eletrodomésticos,18,Apartamento,Mediano
71882,Sul,RS,Porto Alegre,1,5.2,302.35,226.76,Ventilador|Chuveiro Elétrico|Geladeira,Climatização,15,Apartamento,Crítico
71883,Centro-Oeste,MT,Rondonópolis,1,5.4,86.56,64.92,Geladeira|TV|Lâmpada Fluorescente,Refrigeração,14,Comercio,Ruim
71884,Centro-Oeste,MT,Rondonópolis,0,4.5,94.43,70.82,Geladeira|Ventilador|Roteador Wi-Fi,Refrigeração,13,Apartamento,Bom
71885,Centro-Oeste,MT,Rondonópolis,0,4.5,223.09,167.32,Ventilador|Chuveiro Elétrico|Geladeira,Climatização,19,Casa,Bom
71886,Centro-Oeste,MT,Rondonópolis,1,8.1,199.62,149.72,Ventilador|Geladeira|TV,Climatização,19,Casa,Crítico
71887,Centro-Oeste,MT,Rondonópolis,1,0.6,163.59,122.69,Ventilador|Geladeira|TV,Climatização,14,Comercio,Mediano
71888,Centro-Oeste,MT,Rondonópolis,0,5.4,201.31,150.98,Ventilador|TV|Geladeira,Climatização,15,Apartamento,Bom
71889,Centro-Oeste,MT,Rondonópolis,0,2.5,609.15,456.86,Ar-condicionado|Ar-condicionado Split|Chuveiro Elétrico,Climatização,28,Casa,Bom
71890,Centro-Oeste,MT,Rondonópolis,0,9.9,168.89,126.67,Ventilador|Geladeira|Freezer,Climatização,18,Apartamento,Mediano
71891,Centro-Oeste,MT,Rondonópolis,1,0.7,157.42,118.06,Ventilador|Geladeira|TV,Climatização,13,Comercio,Mediano
71892,Centro-Oeste,MT,Rondonópolis,1,7.8,122.34,91.76,Ventilador|Geladeira|Lâmpada Fluorescente,Climatização,10,Casa,Crítico
71893,Centro-Oeste,DF,Brasília,1,9.6,77.44,58.08,Geladeira|Chuveiro Elétrico|Lâmpada Incandescente,Refrigeração,8,Casa,Crítico
71894,Centro-Oeste,DF,Brasília,0,6.5,407.53,305.65,Portão Elétrico|Chuveiro Elétrico|Geladeira,Serviços,12,Apartamento,Bom
71895,Centro-Oeste,DF,Brasília,0,9.8,186.18,139.64,Chuveiro Elétrico|Geladeira|Micro-ondas,Eletrodomésticos,7,Apartamento,Bom
71896,Centro-Oeste,DF,Brasília,1,9.1,56.08,42.06,Chuveiro Elétrico|Lâmpada LED|N/A,Eletrodomésticos,4,Casa,Crítico
71897,Centro-Oeste,DF,Brasília,0,7.4,279.51,209.63,Chuveiro Elétrico|Lâmpada Fluorescente|Micro-ondas,Eletrodomésticos,11,Casa,Bom
71898,Centro-Oeste,DF,Brasília,0,8.6,94.52,70.89,Geladeira|Chuveiro Elétrico|Lâmpada Incandescente,Refrigeração,7,Comercio,Bom
71899,Centro-Oeste,DF,Brasília,0,6.8,198.21,148.66,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,16,Casa,Bom
71900,Centro-Oeste,DF,Brasília,1,3.5,180.97,135.73,Chuveiro Elétrico|Lâmpada Incandescente|Liquidificador,Eletrodomésticos,8,Apartamento,Ruim
71901,Centro-Oeste,DF,Brasília,0,10.0,47.18,35.38,Chuveiro Elétrico|Lâmpada Incandescente|Lâmpada Fluorescente,Eletrodomésticos,5,Apartamento,Bom
71902,Centro-Oeste,DF,Brasília,1,7.9,181.93,136.45,Chuveiro Elétrico|Lâmpada Incandescente|Lâmpada Fluorescente,Eletrodomésticos,11,Apartamento,Crítico
71903,Sudeste,MG,Uberlândia,1,4.0,249.08,186.81,Chuveiro Elétrico|Geladeira|Freezer,Eletrodomésticos,19,Apartamento,Ruim
71904,Sudeste,MG,Uberlândia,0,8.1,242.58,181.94,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,24,Apartamento,Mediano
71906,Sudeste,MG,Uberlândia,1,5.5,199.1,149.32,Chuveiro Elétrico|Geladeira|Lâmpada Fluorescente,Eletrodomésticos,12,Casa,Ruim
71907,Sudeste,MG,Uberlândia,0,2.4,270.43,202.82,Ventilador|TV|Bebedouro,Climatização,29,Apartamento,Bom
71908,Sudeste,MG,Uberlândia,1,8.0,1254.64,940.98,Chuveiro Elétrico|Ventilador|Geladeira,Eletrodomésticos,29,Apartamento,Crítico
71909,Sudeste,MG,Uberlândia,0,11.3,180.7,135.52,Chuveiro Elétrico|Geladeira|TV,Eletrodomésticos,14,Casa,Mediano
71911,Sudeste,SP,Ribeirão Preto,1,10.3,196.33,147.25,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,21,Comercio,Crítico
71912,Sudeste,SP,Ribeirão Preto,0,3.6,215.03,161.27,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,22,Casa,Bom
71913,Sudeste,SP,Ribeirão Preto,0,3.0,83.81,62.86,Geladeira|Ventilador|Chuveiro Elétrico,Refrigeração,11,Apartamento,Excelente
71914,Sudeste,SP,Ribeirão Preto,0,11.6,72.21,54.16,Geladeira|Lâmpada Fluorescente|Chuveiro Elétrico,Refrigeração,17,Casa,Mediano
71915,Sudeste,SP,Ribeirão Preto,1,8.0,218.46,163.84,Chuveiro Elétrico|Geladeira|Lâmpada Incandescente,Eletrodomésticos,22,Casa,Crítico
71917,Sudeste,MG,Uberlândia,1,7.8,103.25,77.44,Geladeira|Chuveiro Elétrico|Roteador Wi-Fi,Refrigeração,8,Comercio,Ruim
71918,Sudeste,MG,Uberlândia,0,2.3,115.87,86.9,Chuveiro Elétrico|Geladeira|Lâmpada Fluorescente,Eletrodomésticos,12,Apartamento,Excelente
71919,Centro-Oeste,MS,Campo Grande,1,10.5,141.86,106.4,Geladeira|Ventilador|Chuveiro Elétrico,Refrigeração,20,Casa,Crítico
71920,Centro-Oeste,MS,Campo Grande,0,9.3,195.18,146.38,Ventilador de Teto|Geladeira|Chuveiro Elétrico,Climatização,21,Apartamento,Mediano
71921,Centro-Oeste,MS,Campo Grande,1,2.6,195.35,146.51,Chuveiro Elétrico|Geladeira|Ventilador,Eletrodomésticos,17,Apartamento,Ruim
71922,Centro-Oeste,MS,Campo Grande,0,2.2,228.09,171.07,Chuveiro Elétrico|TV|Geladeira,Eletrodomésticos,27,Casa,Bom
71923,Centro-Oeste,MS,Campo Grande,0,10.6,313.86,235.4,Chuveiro Elétrico|Ventilador|Geladeira,Eletrodomésticos,20,Apartamento,Mediano
71924,Centro-Oeste,MS,Campo Grande,0,10.3,354.28,265.71,Ar-condicionado|Ar-condicionado Split|Geladeira,Climatização,31,Apartamento,Mediano
71925,Centro-Oeste,MS,Campo Grande,1,8.6,169.53,127.15,Chuveiro Elétrico|Geladeira|Secador de Cabelo,Eletrodomésticos,20,Apartamento,Crítico
71926,Centro-Oeste,MS,Campo Grande,1,11.9,82.14,61.6,Geladeira|Chuveiro Elétrico|Lâmpada LED,Refrigeração,22,Apartamento,Crítico
